A,B,C,D,E
0.68669,0.2996,0.3031,0.30277,0.67675
0.68511,0.3044,0.30441,0.30178,0.67987
0.6759,0.30036,0.29864,0.29729,0.67927
0.67945,0.2949,0.30284,0.30378,0.6803
0.67998,0.30311,0.29849,0.3038,0.68727
0.6785,0.29724,0.30802,0.30764,0.67899
0.68145,0.29784,0.29957,0.30359,0.68082
0.68138,0.30128,0.29901,0.30454,0.6751
0.68498,0.30947,0.30156,0.30709,0.68082
0.67685,0.30555,0.29455,0.28993,0.68275
0.678,0.30339,0.29065,0.29912,0.68111
0.67761,0.30316,0.29794,0.30191,0.68243
0.67405,0.30499,0.30295,0.30547,0.6775
0.68031,0.29513,0.29971,0.29579,0.68396
0.68065,0.30234,0.30106,0.29861,0.67811
0.68381,0.29854,0.3052,0.29835,0.681
0.67723,0.29414,0.30382,0.29941,0.68197
0.67614,0.3041,0.30058,0.29645,0.67299
0.6803,0.29795,0.29663,0.29696,0.67915
0.68188,0.30107,0.3018,0.3013,0.68196
0.68506,0.29895,0.30158,0.29929,0.67897
0.68021,0.30603,0.30081,0.30381,0.67431
0.68204,0.29738,0.30355,0.29974,0.68099
0.68849,0.3001,0.30495,0.31016,0.67688
0.6825,0.29911,0.3004,0.3033,0.68242
0.6736,0.30143,0.29849,0.30511,0.67791
0.67963,0.29579,0.30557,0.29656,0.6869
0.68388,0.29899,0.29189,0.30202,0.67621
0.68349,0.30308,0.2935,0.29528,0.68133
0.68443,0.30056,0.29439,0.29595,0.68047
0.69116,0.30091,0.29421,0.306,0.67954
0.68255,0.30119,0.30066,0.30191,0.68509
0.68621,0.30704,0.29404,0.2974,0.6769
0.68711,0.30251,0.30249,0.29676,0.68796
0.68271,0.30335,0.30368,0.29848,0.67529
0.68133,0.30411,0.30349,0.30337,0.68292
0.68399,0.29665,0.30037,0.30315,0.67765
0.67569,0.29679,0.30069,0.29537,0.67602
0.68072,0.29677,0.30073,0.30023,0.68311
0.6809,0.30556,0.30364,0.30046,0.68256
0.68187,0.30485,0.30192,0.30224,0.67821
0.67564,0.29727,0.29681,0.3059,0.68049
0.68596,0.3078,0.29716,0.29436,0.67276
0.68757,0.29938,0.3094,0.29885,0.67391
0.67627,0.30045,0.3037,0.29966,0.67866
0.68156,0.30076,0.29953,0.30302,0.68485
0.68358,0.30186,0.30572,0.30085,0.68342
0.68793,0.29948,0.30317,0.29723,0.6829
0.6775,0.30336,0.2944,0.30029,0.68301
0.67783,0.29471,0.30597,0.30552,0.67599
0.67861,0.29935,0.30298,0.2904,0.68009
0.67999,0.30623,0.30594,0.30438,0.68157
0.68937,0.30296,0.3073,0.3016,0.68502
0.67788,0.29437,0.2982,0.29942,0.68458
0.67817,0.29567,0.29554,0.29298,0.67532
0.68111,0.3013,0.30355,0.30594,0.68675
0.67777,0.30329,0.30019,0.30288,0.67938
0.68059,0.30073,0.29644,0.2951,0.68024
0.68363,0.30356,0.30434,0.30092,0.67977
0.67498,0.30426,0.30172,0.29016,0.67461
0.68235,0.29281,0.29748,0.30272,0.68429
0.67959,0.30193,0.30374,0.30176,0.68863
0.68039,0.3019,0.29708,0.30413,0.67587
0.67791,0.3038,0.29591,0.30589,0.67747
0.68222,0.30112,0.29819,0.29344,0.67543
0.67258,0.31171,0.29985,0.2977,0.67832
0.67932,0.29401,0.30148,0.29581,0.68406
0.67902,0.30591,0.2998,0.29902,0.67605
0.67799,0.29956,0.30699,0.29801,0.68493
0.67678,0.31112,0.29726,0.29235,0.67861
0.67864,0.30482,0.30023,0.30325,0.68213
0.68776,0.29883,0.29486,0.29935,0.67847
0.67524,0.29815,0.30013,0.3053,0.68871
0.67751,0.30471,0.30369,0.30807,0.67637
0.68364,0.30011,0.29184,0.30086,0.6763
0.67931,0.2964,0.30083,0.3067,0.67619
0.67608,0.29688,0.30402,0.29885,0.68603
0.68249,0.29762,0.30627,0.29525,0.6814
0.67667,0.30394,0.30321,0.30102,0.6827
0.68079,0.29938,0.29628,0.30074,0.68511
0.68404,0.30394,0.30035,0.3053,0.68636
0.68246,0.30276,0.29997,0.29911,0.68501
0.29774,0.68202,0.30168,0.685,0.29862
0.30401,0.68178,0.29762,0.68064,0.29733
0.29925,0.68059,0.29252,0.67941,0.29526
0.3037,0.67353,0.29267,0.67976,0.30002
0.30185,0.68028,0.3071,0.68146,0.30043
0.30716,0.6774,0.30066,0.68149,0.30443
0.3017,0.68743,0.30111,0.68458,0.29984
0.29581,0.68007,0.29852,0.67938,0.29717
0.29152,0.67653,0.2971,0.68103,0.29729
0.29383,0.68657,0.30272,0.67936,0.29224
0.30507,0.68128,0.29847,0.6799,0.30508
0.30114,0.68259,0.30443,0.68346,0.30162
0.2988,0.68621,0.29409,0.67721,0.29928
0.29863,0.67916,0.30301,0.68595,0.30401
0.30196,0.67007,0.2974,0.67575,0.2991
0.30702,0.68396,0.2991,0.67901,0.30228
0.2921,0.68675,0.31028,0.68788,0.30592
0.29236,0.68472,0.30065,0.67691,0.30175
0.2939,0.68147,0.29792,0.67698,0.30452
0.29785,0.68157,0.29669,0.6755,0.3028
0.3028,0.67362,0.30113,0.67879,0.30123
0.29737,0.68326,0.3026,0.68362,0.30145
0.30087,0.67977,0.30075,0.67799,0.30026
0.29366,0.68819,0.30852,0.67989,0.3006
0.30129,0.68217,0.30036,0.68441,0.29276
0.30401,0.6772,0.29834,0.67708,0.30092
0.30783,0.67629,0.3031,0.67956,0.30497
0.30126,0.67975,0.29523,0.67738,0.29485
0.29708,0.68491,0.30168,0.68393,0.30649
0.30025,0.68346,0.29901,0.6756,0.3085
0.29847,0.67663,0.29636,0.67606,0.2983
0.30419,0.67773,0.29407,0.67918,0.30312
0.30573,0.67591,0.2948,0.67847,0.29572
0.30183,0.68725,0.30212,0.68263,0.29986
0.29649,0.67427,0.29745,0.67954,0.29482
0.29945,0.67618,0.29818,0.68143,0.30161
0.29729,0.66906,0.30089,0.67613,0.2982
0.30168,0.6671,0.30086,0.68681,0.30102
0.30068,0.69182,0.29633,0.68379,0.30128
0.30185,0.67933,0.30604,0.68876,0.29624
0.29154,0.68613,0.30373,0.68309,0.30033
0.30133,0.67079,0.30139,0.67458,0.29883
0.29441,0.6767,0.29456,0.68048,0.30455
0.29224,0.68301,0.3019,0.6754,0.2948
0.29798,0.68153,0.3033,0.68323,0.3042
0.3055,0.67706,0.30359,0.68616,0.29597
0.29504,0.6725,0.29442,0.67849,0.30389
0.30986,0.68943,0.29999,0.67557,0.30155
0.29684,0.67948,0.29784,0.68572,0.3001
0.29975,0.67028,0.30631,0.67619,0.30486
0.30033,0.67522,0.30346,0.67515,0.30102
0.30119,0.68153,0.29699,0.6848,0.30311
0.30069,0.68505,0.29442,0.67864,0.29388
0.29761,0.6799,0.29748,0.67707,0.30206
0.30509,0.68293,0.2988,0.67087,0.30038
0.30156,0.68313,0.30308,0.68668,0.3054
0.30667,0.68381,0.30558,0.6784,0.29755
0.29642,0.67507,0.29624,0.68032,0.30046
0.30234,0.67743,0.29185,0.68086,0.30088
0.296,0.67234,0.3016,0.68013,0.30006
0.3018,0.67533,0.29333,0.68168,0.30097
0.30046,0.67959,0.29731,0.68427,0.29729
0.30184,0.67208,0.30074,0.68194,0.29708
0.29525,0.68862,0.30127,0.68218,0.29882
0.29684,0.68313,0.30567,0.6792,0.29224
0.30302,0.68,0.29835,0.67344,0.30251
0.29237,0.67573,0.30534,0.67891,0.29486
0.3017,0.68085,0.30725,0.67842,0.29901
0.29812,0.68538,0.30593,0.67511,0.30324
0.29915,0.67544,0.29606,0.68554,0.29636
0.30489,0.68003,0.29814,0.67552,0.30419
0.29242,0.6829,0.29949,0.67549,0.29994
0.29818,0.68261,0.29893,0.68289,0.30605
0.30811,0.67907,0.29363,0.67073,0.30256
0.29957,0.67595,0.29695,0.68294,0.30632
0.29536,0.68033,0.30378,0.68471,0.29978
0.29672,0.67747,0.29928,0.68099,0.29171
0.3015,0.67851,0.30502,0.67507,0.30445
0.29446,0.68107,0.30079,0.68206,0.30156
0.31106,0.67288,0.30712,0.68079,0.30359
0.30168,0.68567,0.30108,0.68294,0.30298
0.29774,0.68032,0.29878,0.67511,0.30201
0.30277,0.68291,0.29264,0.67352,0.29998
0.30259,0.6797,0.30151,0.68213,0.30114
0.2942,0.68388,0.30496,0.6818,0.2971
0.3002,0.67771,0.29781,0.67564,0.29997
0.29402,0.68481,0.29787,0.6803,0.30555
0.29723,0.68881,0.30347,0.68389,0.30124
0.30401,0.68202,0.29802,0.67821,0.30287
0.2963,0.68181,0.30142,0.67957,0.30492
0.2923,0.67761,0.30138,0.67695,0.30004
0.30496,0.67469,0.30334,0.68365,0.2997
0.29392,0.67346,0.30318,0.68012,0.30229
0.30348,0.6825,0.29913,0.68268,0.2993
0.30377,0.68074,0.29847,0.67858,0.29629
0.30287,0.6767,0.29127,0.68055,0.29235
0.30631,0.67301,0.29898,0.67771,0.29992
0.29924,0.68359,0.30179,0.68083,0.29653
0.29024,0.68075,0.30012,0.67909,0.30022
0.3014,0.67352,0.29675,0.67789,0.29814
0.29912,0.67553,0.30135,0.68538,0.29121
0.30221,0.68289,0.298,0.68125,0.29463
0.30128,0.67865,0.29987,0.68195,0.30539
0.30156,0.68161,0.29973,0.68195,0.30655
0.30187,0.67651,0.30014,0.68206,0.30378
0.30524,0.67737,0.30315,0.68084,0.30203
0.30067,0.68253,0.29557,0.68027,0.30025
0.30061,0.6779,0.3022,0.68334,0.29678
0.29614,0.67876,0.2984,0.67847,0.29953
0.30397,0.67609,0.29179,0.68674,0.30134
0.30095,0.68031,0.30558,0.67846,0.29988
0.30041,0.67487,0.30137,0.67717,0.29808
0.30332,0.68985,0.3016,0.67799,0.29673
0.29503,0.68084,0.29898,0.67935,0.29119
0.29711,0.68271,0.30049,0.68193,0.30133
0.29794,0.66845,0.30538,0.67265,0.29866
0.30248,0.68137,0.30383,0.68109,0.2993
0.30203,0.68872,0.30223,0.67836,0.29942
0.29693,0.68643,0.30249,0.67933,0.30205
0.29669,0.67711,0.29936,0.67329,0.29818
0.29634,0.67961,0.29745,0.68073,0.30196
0.30349,0.6752,0.30286,0.68067,0.30325
0.30354,0.6799,0.30448,0.684,0.29125
0.29999,0.683,0.29326,0.67455,0.30213
0.2956,0.68451,0.30383,0.68061,0.29774
0.30378,0.68285,0.29899,0.68073,0.30242
0.29627,0.6772,0.29762,0.67422,0.29491
0.29718,0.67327,0.30522,0.67285,0.29866
0.29979,0.68568,0.308,0.68418,0.30555
0.29717,0.67732,0.30219,0.68063,0.29975
0.30154,0.67703,0.29753,0.67085,0.29868
0.29121,0.67683,0.29556,0.68127,0.3039
0.29923,0.67875,0.30247,0.6794,0.29768
0.29798,0.68232,0.30052,0.68314,0.29255
0.29847,0.6814,0.29944,0.67993,0.29579
0.2978,0.68565,0.29817,0.67842,0.29938
0.2992,0.68576,0.30539,0.67907,0.29837
0.30044,0.67704,0.29522,0.68114,0.30047
0.29561,0.68098,0.29885,0.67534,0.30508
0.29434,0.68168,0.29851,0.67279,0.29981
0.29661,0.68245,0.30271,0.68555,0.30325
0.30115,0.68579,0.29517,0.68161,0.30001
0.30702,0.68078,0.30285,0.68388,0.2988
0.29113,0.67616,0.3033,0.68524,0.30435
0.30073,0.68045,0.29592,0.67798,0.29798
0.2976,0.68871,0.30086,0.68149,0.30431
0.30162,0.68098,0.30945,0.68665,0.30083
0.30286,0.67906,0.29845,0.68403,0.30371
0.29576,0.67899,0.29989,0.68117,0.29759
0.29236,0.68566,0.29889,0.67782,0.29965
0.29014,0.67463,0.29483,0.68462,0.31018
0.30396,0.67501,0.30102,0.67997,0.29443
0.30121,0.67903,0.29229,0.68607,0.30453
0.30169,0.68501,0.30034,0.68483,0.31055
0.29684,0.68118,0.29669,0.68621,0.2958
0.29933,0.68344,0.29943,0.67681,0.29447
0.30116,0.67914,0.30157,0.68309,0.30099
0.29936,0.67865,0.30248,0.681,0.29824
0.2943,0.67574,0.29895,0.67989,0.2977
0.30383,0.68485,0.30283,0.67434,0.30022
0.3035,0.67827,0.30256,0.67667,0.30409
0.2987,0.68594,0.29863,0.68466,0.30154
0.3021,0.68375,0.31468,0.68228,0.29612
0.29305,0.68169,0.30366,0.69268,0.29636
0.29731,0.68146,0.29709,0.67284,0.29547
0.30211,0.68161,0.30543,0.6858,0.30357
0.30183,0.68598,0.30179,0.68271,0.30625
0.30529,0.68513,0.30004,0.67633,0.29034
0.30178,0.68035,0.30866,0.68017,0.29613
0.29983,0.68111,0.30249,0.68239,0.29463
0.30801,0.68264,0.30244,0.68139,0.30504
0.30273,0.68027,0.305,0.68385,0.30914
0.30069,0.66814,0.30169,0.68705,0.29864
0.30005,0.68746,0.30512,0.67859,0.29299
0.29485,0.67356,0.30439,0.68473,0.29845
0.30149,0.67972,0.29663,0.68544,0.29527
0.29227,0.68663,0.30597,0.68179,0.29842
0.29934,0.68313,0.29405,0.67217,0.29694
0.3034,0.67064,0.30396,0.6858,0.30601
0.29804,0.67735,0.29584,0.68277,0.30449
0.29938,0.6849,0.29423,0.68342,0.28946
0.30193,0.68053,0.30601,0.68301,0.29465
0.29784,0.67994,0.29946,0.67318,0.28914
0.30183,0.68568,0.30042,0.67765,0.30138
0.30219,0.67735,0.30031,0.68435,0.30179
0.29537,0.68474,0.29749,0.68465,0.29655
0.30145,0.68916,0.29988,0.68659,0.30486
0.30003,0.67672,0.29628,0.67311,0.29456
0.30415,0.68199,0.3031,0.67946,0.29718
0.29588,0.68156,0.30323,0.6751,0.29808
0.30881,0.68148,0.30752,0.67978,0.30782
0.30082,0.67759,0.29525,0.6862,0.29787
0.29608,0.67372,0.295,0.68504,0.29617
0.30022,0.68323,0.30509,0.68468,0.30135
0.30102,0.68232,0.29818,0.68231,0.29949
0.30148,0.67405,0.30719,0.68072,0.30734
0.30369,0.67413,0.29654,0.67219,0.3016
0.2979,0.68528,0.29592,0.67667,0.30404
0.29945,0.67684,0.30444,0.68216,0.29645
0.29855,0.67665,0.29815,0.68214,0.29954
0.30377,0.67778,0.29872,0.68396,0.30438
0.3046,0.6764,0.29657,0.67266,0.29968
0.30439,0.67777,0.2966,0.67754,0.29313
0.30254,0.68182,0.29864,0.68086,0.29897
0.29096,0.67759,0.29886,0.68027,0.30207
0.29781,0.67482,0.29288,0.68208,0.29949
0.29858,0.68008,0.29996,0.68283,0.29855
0.29854,0.68161,0.30037,0.67482,0.31013
0.29127,0.67516,0.29561,0.6757,0.29854
0.30103,0.67725,0.30452,0.67824,0.30154
0.29916,0.67752,0.29838,0.68073,0.2937
0.30477,0.67295,0.30405,0.67425,0.30317
0.30304,0.67527,0.29309,0.68134,0.30386
0.30088,0.68932,0.30029,0.68497,0.29326
0.30237,0.68095,0.30403,0.6745,0.29954
0.29699,0.68009,0.29367,0.67729,0.29095
0.30863,0.68025,0.29323,0.68564,0.30082
0.30052,0.6785,0.30313,0.67663,0.29675
0.30058,0.68556,0.29705,0.68369,0.30334
0.29546,0.68212,0.30002,0.67946,0.30104
0.29938,0.68667,0.2994,0.67918,0.30137
0.30835,0.6806,0.29283,0.68524,0.30313
0.30365,0.67615,0.29666,0.68695,0.30157
0.30001,0.68139,0.30214,0.68729,0.30362
0.2969,0.67773,0.3016,0.67915,0.29991
0.30826,0.68369,0.29594,0.68776,0.30211
0.29493,0.67295,0.29966,0.685,0.29998
0.29471,0.6766,0.30097,0.68343,0.29381
0.29707,0.68702,0.30521,0.68064,0.30117
0.30083,0.68082,0.29144,0.68405,0.29821
0.30504,0.68406,0.29915,0.6825,0.29263
0.29599,0.6755,0.29497,0.68453,0.29619
0.30331,0.68248,0.30266,0.67934,0.30488
0.29548,0.6824,0.30026,0.67721,0.29799
0.30337,0.68069,0.29847,0.67554,0.3051
0.3013,0.68095,0.29856,0.67924,0.30934
0.30528,0.68068,0.3054,0.68701,0.29952
0.3041,0.67551,0.29973,0.68128,0.30355
0.29266,0.6754,0.30278,0.6753,0.30338
0.29912,0.67903,0.29926,0.67608,0.29657
0.29301,0.67865,0.29419,0.67242,0.29454
0.30401,0.67394,0.29986,0.67757,0.2972
0.29574,0.67916,0.30308,0.68605,0.29961
0.29822,0.67582,0.29685,0.68478,0.30114
0.29306,0.67963,0.30322,0.67945,0.29799
0.30141,0.67981,0.30177,0.67599,0.30141
0.2988,0.68785,0.30478,0.67339,0.29979
0.30206,0.67982,0.30196,0.68532,0.30331
0.30721,0.67171,0.3074,0.68595,0.2998
0.30282,0.68143,0.30155,0.6734,0.29874
0.30527,0.68267,0.30101,0.67928,0.30105
0.29929,0.68391,0.3009,0.67394,0.29267
0.29802,0.68148,0.29688,0.67806,0.29575
0.29595,0.67983,0.30135,0.68286,0.30261
0.30604,0.68214,0.29707,0.67912,0.30087
0.30309,0.68312,0.29842,0.68361,0.30001
0.30174,0.68402,0.30343,0.67456,0.3026
0.30111,0.67264,0.30282,0.68301,0.29855
0.29744,0.68128,0.29943,0.68484,0.29555
0.30231,0.67908,0.30162,0.68373,0.29666
0.29948,0.67861,0.30888,0.67866,0.30001
0.30239,0.67849,0.29472,0.67581,0.30177
0.30049,0.68571,0.30143,0.68038,0.30531
0.29394,0.67875,0.29603,0.67927,0.29353
0.29987,0.68507,0.30591,0.67508,0.30784
0.30974,0.68076,0.30654,0.68198,0.29852
0.30708,0.6807,0.29551,0.68058,0.30506
0.30098,0.68005,0.29688,0.68159,0.29486
0.29752,0.67769,0.30789,0.68086,0.30582
0.30032,0.68725,0.30256,0.68308,0.29108
0.29904,0.67719,0.30133,0.67825,0.30148
0.29388,0.67953,0.29844,0.6834,0.2944
0.30176,0.67967,0.29689,0.68302,0.30194
0.31154,0.68013,0.29787,0.67782,0.29368
0.29946,0.68597,0.30127,0.67789,0.29981
0.30831,0.68281,0.302,0.67655,0.30198
0.29516,0.6831,0.30779,0.68385,0.29223
0.30405,0.68504,0.2993,0.67495,0.30274
0.30154,0.67876,0.30657,0.67897,0.29948
0.30295,0.67757,0.30642,0.68082,0.29097
0.30497,0.68096,0.30371,0.6753,0.29644
0.29625,0.68179,0.29704,0.67935,0.30592
0.29849,0.67767,0.30051,0.68049,0.29953
0.30093,0.67146,0.29963,0.68093,0.30065
0.30121,0.68351,0.30117,0.68024,0.2975
0.29542,0.67311,0.29646,0.68028,0.30889
0.29761,0.68368,0.302,0.67875,0.29806
0.28937,0.67205,0.30006,0.67902,0.30555
0.30287,0.68361,0.29619,0.67398,0.30221
0.29895,0.67544,0.29733,0.68851,0.28891
0.30382,0.67616,0.30323,0.68294,0.30181
0.30538,0.67518,0.30137,0.68166,0.29426
0.303,0.68,0.29638,0.68107,0.30527
0.30638,0.67848,0.29735,0.68424,0.30836
0.29737,0.67916,0.29492,0.67838,0.29708
0.29667,0.68417,0.29789,0.68071,0.29812
0.29682,0.68931,0.30267,0.68111,0.29025
0.29953,0.68778,0.30525,0.6785,0.296
0.30273,0.68357,0.30112,0.67974,0.29966
0.3035,0.67295,0.30355,0.67936,0.30593
0.30579,0.68279,0.30802,0.68119,0.30004
0.29786,0.68563,0.30067,0.67944,0.29739
0.30403,0.68036,0.29489,0.68138,0.30559
0.30677,0.67382,0.31311,0.68099,0.30038
0.29325,0.68061,0.29877,0.67819,0.30513
0.30298,0.68519,0.30284,0.68046,0.3015
0.29485,0.67464,0.30171,0.68689,0.2966
0.3038,0.68312,0.29486,0.68298,0.30156
0.30479,0.68324,0.30769,0.68354,0.30043
0.30072,0.67361,0.29718,0.6788,0.30227
0.29476,0.68119,0.29694,0.68748,0.304
0.30493,0.67707,0.30415,0.67365,0.30413
0.30646,0.68809,0.30305,0.67235,0.29815
0.3007,0.67574,0.30129,0.68311,0.30033
0.30517,0.67205,0.29927,0.67939,0.29827
0.30718,0.67834,0.30152,0.68018,0.30442
0.29858,0.6802,0.2998,0.67725,0.29064
0.30107,0.67972,0.29781,0.6709,0.30069
0.29901,0.68041,0.30054,0.67935,0.29849
0.30372,0.68361,0.29758,0.68802,0.29885
0.3029,0.67836,0.29457,0.67968,0.29981
0.29879,0.68364,0.29489,0.68341,0.29468
0.30316,0.68213,0.30256,0.67573,0.30358
0.30016,0.67632,0.30346,0.68043,0.30671
0.29724,0.67976,0.30014,0.6823,0.2916
0.30408,0.68594,0.30075,0.68487,0.29504
0.2997,0.67396,0.30008,0.68064,0.30238
0.29873,0.67755,0.3056,0.68164,0.30211
0.30671,0.68111,0.3043,0.6754,0.30373
0.30076,0.67806,0.30248,0.67497,0.29818
0.30213,0.68181,0.30861,0.68234,0.30469
0.29402,0.67447,0.29761,0.67806,0.30608
0.30082,0.67949,0.30419,0.67974,0.3003
0.30406,0.6772,0.30649,0.68464,0.30057
0.29618,0.67735,0.29825,0.68453,0.30376
0.28882,0.68194,0.30099,0.67914,0.29848
0.30375,0.68304,0.30056,0.68093,0.29466
0.30152,0.68397,0.30053,0.68493,0.30526
0.30248,0.68485,0.30495,0.67847,0.30324
0.30111,0.6779,0.29883,0.67959,0.29724
0.30174,0.67406,0.30456,0.67494,0.30113
0.29784,0.67044,0.29383,0.67926,0.2984
0.29224,0.67871,0.29521,0.68601,0.29976
0.30204,0.67766,0.29823,0.68159,0.29812
0.29868,0.67927,0.30751,0.67728,0.29416
0.30186,0.67978,0.30855,0.68616,0.29152
0.30479,0.68365,0.30263,0.68643,0.29928
0.30754,0.68584,0.29895,0.68271,0.29632
0.30664,0.67454,0.29176,0.6798,0.29922
0.30233,0.67784,0.29782,0.68087,0.30389
0.29584,0.6747,0.29795,0.68115,0.30455
0.30584,0.68085,0.30496,0.67747,0.30916
0.29887,0.68303,0.29447,0.68005,0.30895
0.28953,0.68313,0.29917,0.67992,0.30475
0.29776,0.68522,0.29754,0.68212,0.3015
0.31353,0.68045,0.29844,0.67987,0.30621
0.30254,0.68088,0.30208,0.68,0.29048
0.29677,0.68399,0.29274,0.68275,0.29955
0.30056,0.6718,0.30897,0.68305,0.30546
0.30027,0.68431,0.29156,0.68474,0.29666
0.30101,0.67398,0.30393,0.68336,0.30057
0.29949,0.67429,0.29443,0.68396,0.29671
0.29357,0.67575,0.30421,0.6814,0.30735
0.29942,0.68779,0.29223,0.68183,0.29643
0.30611,0.68425,0.3038,0.68252,0.30225
0.30657,0.67604,0.30432,0.68103,0.29866
0.30036,0.68078,0.29837,0.67721,0.30486
0.29424,0.68359,0.3038,0.68463,0.29957
0.29173,0.6826,0.30609,0.68581,0.30814
0.31361,0.6792,0.30267,0.68173,0.29982
0.29132,0.68077,0.30188,0.67962,0.3053
0.30024,0.6785,0.30533,0.68328,0.30217
0.30023,0.68142,0.30563,0.67677,0.29871
0.30334,0.67874,0.30468,0.68094,0.29343
0.29707,0.67694,0.30411,0.67928,0.29812
0.29642,0.68203,0.30139,0.67688,0.30558
0.29925,0.67176,0.29722,0.68082,0.2914
0.30775,0.67871,0.29939,0.6844,0.29927
0.30781,0.68048,0.30124,0.68621,0.3044
0.29619,0.68079,0.30321,0.68069,0.30291
0.29964,0.67222,0.30311,0.68167,0.30316
0.30005,0.67961,0.29826,0.67874,0.29355
0.30427,0.68889,0.29525,0.66965,0.29945
0.30098,0.67905,0.30018,0.68094,0.30028
0.30085,0.6799,0.29945,0.67869,0.29296
0.29305,0.68056,0.30207,0.68316,0.30563
0.30297,0.67745,0.29964,0.67661,0.29741
0.3026,0.67874,0.30655,0.6772,0.29894
0.29757,0.67935,0.29925,0.67861,0.30812
0.3038,0.68038,0.29851,0.67918,0.30243
0.30042,0.6741,0.29907,0.68185,0.29587
0.30016,0.677,0.29576,0.67651,0.3015
0.29611,0.67754,0.29956,0.68022,0.30073
0.29593,0.67875,0.29564,0.67722,0.29978
0.30217,0.68529,0.29856,0.67667,0.29951
0.29592,0.68734,0.30326,0.67881,0.30387
0.29829,0.68003,0.2978,0.68481,0.30245
0.30225,0.68447,0.30418,0.68168,0.30707
0.29751,0.67428,0.29885,0.6807,0.29713
0.29613,0.67913,0.30643,0.68311,0.30851
0.29832,0.67484,0.29791,0.68004,0.29183
0.30076,0.67996,0.30286,0.6806,0.29242
0.29904,0.68015,0.30338,0.6838,0.2959
0.29631,0.68153,0.29923,0.68431,0.3026
0.29776,0.67881,0.30186,0.67749,0.30027
0.29387,0.67626,0.29937,0.681,0.3013
0.29937,0.67781,0.30329,0.68382,0.29883
0.29994,0.68247,0.29847,0.67665,0.30454
0.29296,0.67924,0.29447,0.68477,0.30464
0.29799,0.68465,0.29624,0.6798,0.30113
0.30253,0.6742,0.30004,0.68639,0.30257
0.30039,0.68002,0.2919,0.67799,0.3005
0.30001,0.68252,0.30164,0.67966,0.29704
0.30621,0.68191,0.29113,0.68317,0.29764
0.29893,0.67352,0.29859,0.68474,0.29909
0.29471,0.67616,0.29793,0.67095,0.30355
0.29921,0.68226,0.30218,0.68366,0.29852
0.29613,0.67478,0.29965,0.67984,0.29978
0.30051,0.67695,0.29446,0.6771,0.30101
0.30057,0.68098,0.30395,0.67704,0.30027
0.30097,0.67433,0.30317,0.67766,0.29949
0.30369,0.67661,0.30305,0.68764,0.30358
0.29493,0.68292,0.30347,0.67781,0.30732
0.29611,0.67969,0.29662,0.68015,0.30202
0.3043,0.68793,0.3009,0.67779,0.29546
0.3023,0.67279,0.30687,0.68119,0.30383
0.30014,0.68164,0.29951,0.67907,0.28828
0.30015,0.68091,0.30466,0.67395,0.29819
0.3016,0.67804,0.30137,0.67681,0.30583
0.30607,0.6828,0.30081,0.67202,0.30269
0.2966,0.68191,0.30078,0.68167,0.29421
0.29984,0.67346,0.29892,0.68201,0.29933
0.30425,0.68028,0.29587,0.67942,0.30632
0.30548,0.67974,0.29988,0.67495,0.30116
0.29756,0.67646,0.29515,0.68075,0.30068
0.29917,0.67406,0.29739,0.68086,0.3051
0.30067,0.67791,0.30589,0.67167,0.29368
0.30149,0.68251,0.29377,0.67825,0.29754
0.30215,0.67255,0.30242,0.6808,0.30502
0.30212,0.68434,0.29773,0.67751,0.29977
0.29961,0.67694,0.302,0.67072,0.29853
0.29802,0.68228,0.30138,0.68707,0.30378
0.30632,0.68285,0.30191,0.67912,0.31025
0.30716,0.67474,0.30307,0.68149,0.30642
0.30307,0.67811,0.30312,0.67843,0.29775
0.30073,0.67969,0.29698,0.6881,0.29953
0.29656,0.68654,0.30468,0.67602,0.29828
0.29926,0.68615,0.3023,0.67456,0.29905
0.29563,0.68419,0.30384,0.68558,0.29437
0.31064,0.68017,0.30465,0.68405,0.29568
0.29872,0.68061,0.29675,0.67327,0.30147
0.29972,0.67923,0.30302,0.68242,0.30101
0.29813,0.68176,0.29188,0.68985,0.29535
0.29646,0.67525,0.3043,0.67916,0.30423
0.30335,0.68132,0.30677,0.68172,0.29849
0.29909,0.68203,0.30322,0.68111,0.3001
0.30403,0.68108,0.30244,0.68086,0.28921
0.30533,0.68546,0.3005,0.68309,0.29972
0.30001,0.6842,0.29197,0.67971,0.2979
0.29622,0.68252,0.29458,0.67732,0.30476
0.30008,0.67667,0.30065,0.68532,0.30275
0.29981,0.67463,0.30486,0.6822,0.29873
0.29483,0.67803,0.29838,0.68641,0.30524
0.30034,0.67769,0.2976,0.67785,0.30491
0.30327,0.67834,0.29376,0.68771,0.30172
0.29573,0.68335,0.30035,0.67101,0.30522
0.29812,0.68268,0.30058,0.67272,0.29992
0.29509,0.68216,0.30216,0.6822,0.30381
0.30493,0.68082,0.29392,0.67835,0.30411
0.29841,0.68977,0.29943,0.67229,0.30406
0.30626,0.68011,0.29972,0.6827,0.29837
0.30309,0.67598,0.29855,0.67902,0.30378
0.29871,0.68166,0.29889,0.68746,0.30328
0.29826,0.686,0.30314,0.67708,0.29723
0.30536,0.67865,0.30061,0.68331,0.30042
0.29869,0.67566,0.30953,0.68387,0.30142
0.29623,0.6785,0.30179,0.67833,0.30095
0.29878,0.67658,0.30018,0.67897,0.29093
